"","token","skills_count","cuny_count","pct_skills_snippets","pct_cuny_courses"
"740","science field",2,1,0.02,0.0526315789473684
"741","science field changing",1,0,0.01,0
"742","field",6,3,0.06,0.157894736842105
"743","field changing",1,0,0.01,0
"744","field changing rapidly",1,0,0.01,0
"745","changing",2,0,0.02,0
"746","changing rapidly",1,0,0.01,0
"747","changing rapidly shortage",1,0,0.01,0
"748","rapidly",1,0,0.01,0
"749","rapidly shortage",1,0,0.01,0
"750","rapidly shortage skills",1,0,0.01,0
"751","shortage",2,0,0.02,0
"752","shortage skills",1,0,0.01,0
"753","shortage skills based",1,0,0.01,0
"754","basic python feature",1,0,0.01,0
"755","python feature",1,0,0.01,0
"756","python feature selection",1,0,0.01,0
"757","feature",1,0,0.01,0
"758","feature selection",1,0,0.01,0
"759","feature selection algorithms",1,0,0.01,0
"760","selection",1,0,0.01,0
"761","selection algorithms",1,0,0.01,0
"762","selection algorithms every",1,0,0.01,0
"763","algorithms",1,4,0.01,0.210526315789474
"764","algorithms every",1,0,0.01,0
"765","algorithms every data",1,0,0.01,0
"766","every",3,0,0.03,0
"767","every data",1,0,0.01,0
"768","every data scientist",1,0,0.01,0
"769","data scientist know",1,0,0.01,0
"770","scientist know",1,0,0.01,0
"771","scientist know reasons",1,0,0.01,0
"772","know reasons",1,0,0.01,0
"773","know reasons technical",1,0,0.01,0
"774","reasons",1,0,0.01,0
"775","reasons technical",1,0,0.01,0
"776","reasons technical nontechnical",1,0,0.01,0
"777","technical nontechnical",1,0,0.01,0
"778","technical nontechnical skills",1,0,0.01,0
"779","nontechnical",1,0,0.01,0
"780","nontechnical skills",1,0,0.01,0
"781","nontechnical skills applicants",1,0,0.01,0
"782","skills applicants",1,0,0.01,0
"783","skills applicants companies",1,0,0.01,0
"784","applicants",1,0,0.01,0
"785","applicants companies",1,0,0.01,0
"786","applicants companies badly",1,0,0.01,0
"787","companies",1,1,0.01,0.0526315789473684
"788","companies badly",1,0,0.01,0
"789","companies badly want",1,0,0.01,0
"790","badly",1,0,0.01,0
"791","badly want",1,0,0.01,0
"792","badly want post",1,0,0.01,0
"793","want post",1,0,0.01,0
"794","want post data",1,0,0.01,0
"795","post",1,0,0.01,0
"796","post data",1,0,0.01,0
"797","post data scientists",1,0,0.01,0
"798","data scientists need",3,0,0.03,0
"799","scientists need",3,0,0.03,0
"800","scientists need advanced",1,0,0.01,0
"801","need advanced",1,0,0.01,0
"802","need advanced programming",1,0,0.01,0
"803","advanced",4,6,0.04,0.315789473684211
"804","advanced programming",1,0,0.01,0
"805","advanced programming skills",1,0,0.01,0
"806","programming skills manipulation",1,0,0.01,0
"807","skills manipulation",1,0,0.01,0
"808","skills manipulation data",1,0,0.01,0
"809","manipulation",1,1,0.01,0.0526315789473684
"810","manipulation data",1,0,0.01,0
"811","manipulation data calculation",1,0,0.01,0
"812","data calculation",1,0,0.01,0
"813","data calculation complex",1,0,0.01,0
"814","calculation",1,1,0.01,0.0526315789473684
"815","calculation complex",1,0,0.01,0
"816","calculation complex metrics",1,0,0.01,0
"817","complex",3,3,0.03,0.157894736842105
"818","complex metrics",1,0,0.01,0
"819","complex metrics advanced",1,0,0.01,0
"820","metrics",1,0,0.01,0
"821","metrics advanced",1,0,0.01,0
"822","metrics advanced machine",1,0,0.01,0
"823","advanced machine",1,2,0.01,0.105263157894737
"824","advanced machine learning",1,2,0.01,0.105263157894737
"825","machine learning good",1,0,0.01,0
"826","learning good",1,0,0.01,0
"827","learning good news",1,0,0.01,0
"828","good news",1,0,0.01,0
"829","good news already",1,0,0.01,0
"830","news",1,0,0.01,0
"831","news already",1,0,0.01,0
"832","news already skills",1,0,0.01,0
"833","already",2,0,0.02,0
"834","already skills",1,0,0.01,0
"835","already skills need",1,0,0.01,0
"836","skills need become",1,0,0.01,0
"837","need become",1,0,0.01,0
"838","need become data",1,0,0.01,0
"839","become",4,1,0.04,0.0526315789473684
"840","become data",3,0,0.03,0
"841","become data scientist",2,0,0.02,0
"842","data scientist include",1,0,0.01,0
"843","scientist include",1,0,0.01,0
"844","scientist include data",1,0,0.01,0
"845","include",2,6,0.02,0.315789473684211
"846","include data",1,0,0.01,0
"847","include data handling",1,0,0.01,0
"848","data handling",1,0,0.01,0
"849","data handling statistical",1,0,0.01,0
"850","handling",1,0,0.01,0
"851","handling statistical",1,0,0.01,0
"852","handling statistical analysis",1,0,0.01,0
"853","statistical analysis",1,0,0.01,0
"854","statistical analysis classic",1,0,0.01,0
"855","analysis classic",1,0,0.01,0
"856","analysis classic data",1,0,0.01,0
"857","classic data",1,0,0.01,0
"858","classic data science",1,0,0.01,0
"859","data science venn",1,0,0.01,0
"860","science venn",1,0,0.01,0
"861","science venn diagram",1,0,0.01,0
"862","venn",1,0,0.01,0
"863","venn diagram",1,0,0.01,0
"864","venn diagram data",1,0,0.01,0
"865","diagram",1,0,0.01,0
"866","diagram data",1,0,0.01,0
"867","diagram data scientist",1,0,0.01,0
"868","data scientist exists",1,0,0.01,0
"869","scientist exists",1,0,0.01,0
"870","scientist exists convergence",1,0,0.01,0
"871","exists",1,0,0.01,0
"872","exists convergence",1,0,0.01,0
"873","exists convergence skills",1,0,0.01,0
"874","convergence",1,0,0.01,0
"875","convergence skills",1,0,0.01,0
"876","convergence skills mathematics",1,0,0.01,0
"877","skills mathematics",2,0,0.02,0
"878","skills mathematics statistics",1,0,0.01,0
"879","mathematics statistics hacking",1,0,0.01,0
"880","statistics hacking",1,0,0.01,0
"881","statistics hacking domain",1,0,0.01,0
"882","hacking",1,0,0.01,0
"883","hacking domain",1,0,0.01,0
"884","hacking domain expertise",1,0,0.01,0
"885","domain",3,0,0.03,0
"886","domain expertise",1,0,0.01,0
"887","domain expertise still",1,0,0.01,0
"888","expertise",2,0,0.02,0
"889","expertise still",1,0,0.01,0
"890","expertise still one",1,0,0.01,0
"891","still",1,0,0.01,0
"892","still one",1,0,0.01,0
"893","still one vital",1,0,0.01,0
"894","one",2,1,0.02,0.0526315789473684
"895","one vital",1,0,0.01,0
"896","one vital skills",1,0,0.01,0
"897","vital skills",1,0,0.01,0
"898","vital skills data",1,0,0.01,0
"899","skills data scientist",4,0,0.04,0
"900","data scientist data",1,0,0.01,0
"901","scientist data",1,0,0.01,0
"902","scientist data heart",1,0,0.01,0
"903","data heart",1,0,0.01,0
"904","data heart data",1,0,0.01,0
"905","heart",1,0,0.01,0
"906","heart data",1,0,0.01,0
"907","heart data science",1,0,0.01,0
"908","data science project",1,0,0.01,0
"909","science project",1,0,0.01,0
"910","science project pandas",1,0,0.01,0
"911","project",1,3,0.01,0.157894736842105
"912","project pandas",1,0,0.01,0
"913","project pandas key",1,0,0.01,0
"914","pandas",3,0,0.03,0
"915","pandas key",1,0,0.01,0
"916","pandas key portion",1,0,0.01,0
"917","key",1,1,0.01,0.0526315789473684
"918","key portion",1,0,0.01,0
"919","key portion data",1,0,0.01,0
"920","portion",1,0,0.01,0
"921","portion data",1,0,0.01,0
"922","portion data scientist",1,0,0.01,0
"923","data scientist researching",1,0,0.01,0
"924","scientist researching",1,0,0.01,0
"925","scientist researching becoming",1,0,0.01,0
"926","researching",1,0,0.01,0
"927","researching becoming",1,0,0.01,0
"928","researching becoming familiar",1,0,0.01,0
"929","becoming",4,0,0.04,0
"930","becoming familiar",1,0,0.01,0
"931","becoming familiar modern",1,0,0.01,0
"932","familiar",1,0,0.01,0
"933","familiar modern",1,0,0.01,0
"934","familiar modern technologies",1,0,0.01,0
"935","modern",2,0,0.02,0
"936","modern technologies",1,0,0.01,0
"937","modern technologies disposal",1,0,0.01,0
"938","technologies disposal",1,0,0.01,0
"939","technologies disposal given",1,0,0.01,0
"940","disposal",1,0,0.01,0
"941","disposal given",1,0,0.01,0
"942","disposal given discussions",1,0,0.01,0
"943","given",2,0,0.02,0
"944","given discussions",1,0,0.01,0
"945","given discussions data",1,0,0.01,0
"946","discussions",1,1,0.01,0.0526315789473684
"947","discussions data",1,0,0.01,0
"948","discussions data science",1,0,0.01,0
"949","data science skills",5,0,0.05,0
"950","science skills",5,0,0.05,0
"951","science skills ve",0,0,0,0
"952","skills ve",0,0,0,0
"953","skills ve seen",0,0,0,0
"954","ve",1,0,0.01,0
"955","ve seen",1,0,0.01,0
"956","ve seen explicitly",1,0,0.01,0
"957","seen",1,0,0.01,0
"958","seen explicitly",1,0,0.01,0
"959","seen explicitly acknowledge",1,0,0.01,0
"960","explicitly",1,0,0.01,0
"961","explicitly acknowledge",1,0,0.01,0
"962","explicitly acknowledge gaps",1,0,0.01,0
"963","acknowledge",2,0,0.02,0
"964","acknowledge gaps",1,0,0.01,0
"965","acknowledge gaps skill",1,0,0.01,0
"966","gaps",2,0,0.02,0
"967","gaps skill",1,0,0.01,0
"968","gaps skill sets",1,0,0.01,0
"969","skill sets",4,0,0.04,0
"970","skill sets long",1,0,0.01,0
"971","sets long",1,0,0.01,0
"972","sets long team",1,0,0.01,0
"973","long",2,0,0.02,0
"974","long team",1,0,0.01,0
"975","long team gaps",1,0,0.01,0
"976","team",1,0,0.01,0
"977","team gaps",1,0,0.01,0
"978","team gaps skills",1,0,0.01,0
"979","gaps skills",1,0,0.01,0
"980","gaps skills required",1,0,0.01,0
"981","skills required",4,0,0.04,0
"982","skills required become",1,0,0.01,0
"983","required become",1,0,0.01,0
"984","required become data",1,0,0.01,0
"985","data scientist like",1,0,0.01,0
"986","scientist like",1,0,0.01,0
"987","scientist like computer",1,0,0.01,0
"988","like",5,1,0.05,0.0526315789473684
"989","like computer",1,0,0.01,0
"990","like computer programming",1,0,0.01,0
"991","computer programming",2,0,0.02,0
"992","computer programming skills",1,0,0.01,0
"993","programming skills mathematics",1,0,0.01,0
"994","skills mathematics business",1,0,0.01,0
"995","mathematics business",1,0,0.01,0
"996","mathematics business communication",1,0,0.01,0
"997","business",5,8,0.05,0.421052631578947
"998","business communication",1,0,0.01,0
"999","business communication skills",1,0,0.01,0
"1000","communication skills detail",1,0,0.01,0
"1001","skills detail",1,0,0.01,0
"1002","skills detail technical",1,0,0.01,0
"1003","detail",2,1,0.02,0.0526315789473684
"1004","detail technical",1,0,0.01,0
"1005","detail technical skills",1,0,0.01,0
"1006","technical skills necessary",1,0,0.01,0
"1007","skills necessary",1,0,0.01,0
"1008","skills necessary grow",1,0,0.01,0
"1009","necessary grow",1,0,0.01,0
"1010","necessary grow data",1,0,0.01,0
"1011","grow",2,0,0.02,0
"1012","grow data",2,0,0.02,0
"1013","grow data scientist",1,0,0.01,0
"1014","data scientist computer",1,0,0.01,0
"1015","scientist computer",1,0,0.01,0
"1016","scientist computer programming",1,0,0.01,0
"1017","computer programming probably",1,0,0.01,0
"1018","programming probably",1,0,0.01,0
"1019","programming probably critical",1,0,0.01,0
"1020","probably",1,0,0.01,0
"1021","probably critical",1,0,0.01,0
"1022","probably critical part",1,0,0.01,0
"1023","critical",3,0,0.03,0
"1024","critical part",1,0,0.01,0
"1025","critical part data",1,0,0.01,0
"1026","part",1,2,0.01,0.105263157894737
"1027","part data",1,0,0.01,0
"1028","part data science",1,0,0.01,0
"1029","science job developing",1,0,0.01,0
"1030","job developing",1,0,0.01,0
"1031","job developing business",1,0,0.01,0
"1032","developing",1,0,0.01,0
"1033","developing business",1,0,0.01,0
"1034","developing business problem",1,0,0.01,0
"1035","business problem",2,0,0.02,0
"1036","business problem working",1,0,0.01,0
"1037","problem",3,0,0.03,0
"1038","problem working",1,0,0.01,0
"1039","problem working big",1,0,0.01,0
"1040","working",1,3,0.01,0.157894736842105
"1041","working big",1,0,0.01,0
"1042","working big small",1,0,0.01,0
"1043","big",3,2,0.03,0.105263157894737
"1044","big small",1,0,0.01,0
"1045","big small data",1,0,0.01,0
"1046","small",1,1,0.01,0.0526315789473684
"1047","small data",1,0,0.01,0
"1048","small data ingestion",1,0,0.01,0
"1049","data ingestion",1,0,0.01,0
"1050","data ingestion processing",1,0,0.01,0
"1051","ingestion",1,0,0.01,0
"1052","ingestion processing",1,0,0.01,0
"1053","ingestion processing understanding",1,0,0.01,0
"1054","processing",1,1,0.01,0.0526315789473684
"1055","processing understanding",1,0,0.01,0
"1056","processing understanding data",1,0,0.01,0
"1057","understanding",2,3,0.02,0.157894736842105
"1058","understanding data",2,1,0.02,0.0526315789473684
"1059","understanding data cleaning",1,0,0.01,0
"1060","data cleaning",1,1,0.01,0.0526315789473684
"1061","data cleaning essential",1,0,0.01,0
"1062","cleaning",1,1,0.01,0.0526315789473684
"1063","cleaning essential",1,0,0.01,0
"1064","cleaning essential python",1,0,0.01,0
"1065","essential python",1,0,0.01,0
"1066","essential python skills",1,0,0.01,0
"1067","python skills",1,0,0.01,0
"1068","python skills data",1,0,0.01,0
"1069","skills data scientists",4,0,0.04,0
"1070","data scientists pretty",1,0,0.01,0
"1071","scientists pretty",1,0,0.01,0
"1072","scientists pretty cool",1,0,0.01,0
"1073","pretty",1,0,0.01,0
"1074","pretty cool",1,0,0.01,0
"1075","pretty cool pure",1,0,0.01,0
"1076","cool",1,0,0.01,0
"1077","cool pure",1,0,0.01,0
"1078","cool pure python",1,0,0.01,0
"1079","pure",1,0,0.01,0
"1080","pure python",1,0,0.01,0
"1081","pure python functionalities",1,0,0.01,0
"1082","python functionalities",1,0,0.01,0
"1083","python functionalities use",1,0,0.01,0
"1084","functionalities",1,0,0.01,0
"1085","functionalities use",1,0,0.01,0
"1086","functionalities use often",1,0,0.01,0
"1087","use often",1,0,0.01,0
"1088","use often daily",1,0,0.01,0
"1089","often daily",1,0,0.01,0
"1090","often daily data",1,0,0.01,0
"1091","daily",1,0,0.01,0
"1092","daily data",1,0,0.01,0
"1093","daily data science",1,0,0.01,0
"1094","science job data",1,0,0.01,0
"1095","job data",2,0,0.02,0
"1096","job data science",1,0,0.01,0
"1097","data science complex",1,0,0.01,0
"1098","science complex",1,0,0.01,0
"1099","science complex field",1,0,0.01,0
"1100","complex field",1,0,0.01,0
"1101","complex field requires",1,0,0.01,0
"1102","field requires",1,0,0.01,0
"1103","field requires understanding",1,0,0.01,0
"1104","requires",2,0,0.02,0
"1105","requires understanding",1,0,0.01,0
"1106","requires understanding data",1,0,0.01,0
"1107","understanding data statistics",1,0,0.01,0
"1108","data statistics",1,0,0.01,0
"1109","data statistics programming",1,0,0.01,0
"1110","statistics programming",1,0,0.01,0
"1111","statistics programming subject",1,0,0.01,0
"1112","programming subject",1,0,0.01,0
"1113","programming subject matters",1,0,0.01,0
"1114","subject",1,0,0.01,0
"1115","subject matters",1,0,0.01,0
"1116","subject matters order",1,0,0.01,0
"1117","matters",1,0,0.01,0
"1118","matters order",1,0,0.01,0
"1119","matters order grow",1,0,0.01,0
"1120","order",1,1,0.01,0.0526315789473684
"1121","order grow",1,0,0.01,0
"1122","order grow data",1,0,0.01,0
"1123","grow data scientists",1,0,0.01,0
"1124","scientists need able",1,0,0.01,0
"1125","need able",1,0,0.01,0
"1126","need able important",1,0,0.01,0
"1127","able important",1,0,0.01,0
"1128","able important skills",1,0,0.01,0
"1129","important",8,4,0.08,0.210526315789474
"1130","important skills",3,0,0.03,0
"1131","important skills data",1,0,0.01,0
"1132","data scientists modelling",1,0,0.01,0
"1133","scientists modelling",1,0,0.01,0
"1134","scientists modelling statistics",1,0,0.01,0
"1135","modelling",2,0,0.02,0
"1136","modelling statistics",1,0,0.01,0
"1137","modelling statistics including",1,0,0.01,0
"1138","statistics including",1,0,0.01,0
"1139","statistics including machine",1,0,0.01,0
"1140","including",3,5,0.03,0.263157894736842
"1141","including machine",2,0,0.02,0
"1142","including machine learning",2,0,0.02,0
"1143","machine learning statistical",1,0,0.01,0
"1144","learning statistical",1,0,0.01,0
"1145","learning statistical modelling",1,0,0.01,0
"1146","statistical modelling",1,0,0.01,0
"1147","statistical modelling model",1,0,0.01,0
"1148","modelling model",1,0,0.01,0
"1149","modelling model deployment",1,0,0.01,0
"1150","model",3,1,0.03,0.0526315789473684
"1151","model deployment",1,0,0.01,0
"1152","model deployment main",1,0,0.01,0
"1153","deployment",1,0,0.01,0
"1154","deployment main",1,0,0.01,0
"1155","deployment main skills",1,0,0.01,0
"1156","main skills",2,0,0.02,0
"1157","main skills senior",1,0,0.01,0
"1158","senior data scientist",1,0,0.01,0
"1159","scientist must list",1,0,0.01,0
"1160","must list",1,0,0.01,0
"1161","must list three",1,0,0.01,0
"1162","list",2,0,0.02,0
"1163","list three",1,0,0.01,0
"1164","list three articles",1,0,0.01,0
"1165","three",2,0,0.02,0
"1166","three articles",1,0,0.01,0
"1167","three articles describing",1,0,0.01,0
"1168","articles",4,0,0.04,0
"1169","articles describing",1,0,0.01,0
"1170","articles describing job",1,0,0.01,0
"1171","describing",1,0,0.01,0
"1172","describing job",1,0,0.01,0
"1173","describing job expand",1,0,0.01,0
"1174","job expand",1,0,0.01,0
"1175","job expand day",1,0,0.01,0
"1176","expand",1,0,0.01,0
"1177","expand day",1,0,0.01,0
"1178","expand day keep",1,0,0.01,0
"1179","day keep",1,0,0.01,0
"1180","day keep reading",1,0,0.01,0
"1181","keep",1,0,0.01,0
"1182","keep reading",1,0,0.01,0
"1183","keep reading like",1,0,0.01,0
"1184","reading",1,0,0.01,0
"1185","reading like",1,0,0.01,0
"1186","reading like learn",1,0,0.01,0
"1187","like learn",1,0,0.01,0
"1188","like learn differences",1,0,0.01,0
"1189","learn",2,13,0.02,0.684210526315789
"1190","learn differences",1,0,0.01,0
"1191","learn differences two",1,0,0.01,0
"1192","differences",3,0,0.03,0
"1193","differences two",2,0,0.02,0
"1194","differences two positions",2,0,0.02,0
"1195","two",3,0,0.03,0
"1196","two positions",2,0,0.02,0
"1197","two positions regarding",1,0,0.01,0
"1198","positions",3,0,0.03,0
"1199","positions regarding",1,0,0.01,0
"1200","positions regarding required",1,0,0.01,0
"1201","regarding",1,0,0.01,0
"1202","regarding required",1,0,0.01,0
"1203","regarding required skills",1,0,0.01,0
"1204","required skills",1,0,0.01,0
